source,user_name,review_description,review_date
App Store,riskayul,kebanyakan suruh update trs! baru bulan kemarin update disuruh update lg skrng buat pake fitur tf ke sesama bank bca. kdng sistem loading lama pula,2024-11-24 06:06:30
App Store,angroni,"Maafkan, sejak update terakhir, MyBCA tambah lemot ya… sebelumnya responsif, langsung keluar angka dan daftar, tapi sejak update jadi butuh waktu bbrp detik baru keluar datanya…",2024-11-25 09:34:57
App Store,quietfont,Tiap mau transfer nyangkut terus. Loading lama. Akhirnya jadi kena 2x bayar. Ga usah banyak alasan. App ini paling tidak bisa diandalkan di saat2 penting. Habisin waktu doang.,2024-11-25 09:26:55
App Store,kre**el,Lelet sekarang aplikasinya 👎🏻👎🏻👎🏻,2024-11-25 07:10:14
App Store,lazuardi mukhtar,"Baru kali ini nemuin aplikasi bank untuk registrasi/create account susah bener. Bolak balik otp. Udah kedaftar pas mau login balik lagi isi no hp, OTP lagi, muter-muter terus. Hapus data yg terdaftar. email yg kedaftar diawal tetep ga bisa dipakai, bikin email lagi. Gitu aja terus. Sekelas BCA kok kayak gini aplikasinya.. Tolong lah jangan malu-maluin.",2024-11-25 02:53:36
App Store,Gemeli17,"Tolong di fix lagi My BCA di iPhone 8 sekarang jadi lemot.
Terimakasih",2024-11-25 02:43:49
App Store,Ndryse,"Gak bisa2 aktivasi, nmor hp dah di daftar ke mbanking, stiap login suruh minta kode otp, akhirnya gagal trus masuk..",2024-11-24 15:32:57
App Store,banguns,"You put the wrong direct link update , it’s direct to test flight not apps store",2024-11-22 10:35:39
App Store,bisnisbarengmasade,Login sudah bisa face id,2024-11-24 06:01:12
App Store,Ale0509,"kalo mau log in, aplikasi force close",2024-11-24 01:49:10
App Store,om benny,Baguss dan lebih fluid pemakaiannya,2024-11-24 01:08:55
App Store,Tiara078,"Selalu pengajuan Pay latter BCA di tolak ,",2024-11-23 09:49:33
App Store,bahh ari,"yang mau pake aplikasi ini buat bayar qris, dipersiapkan sehari sebelum nya, saking lemot app nya",2024-11-23 06:30:41
App Store,Naufalllllll,"Dipakai susahh amatt, User experience nya agak lucu",2024-11-23 05:14:03
App Store,Dsebelas Store,"Keren aplikasi myBCA semua jadi lebih simpel, kita juga mau transfer apapun gak perlu lagi mesti save no rek tujuan bisa langsung satset.
Dan sudah ada face id nya, gak repot lagi ngetik pasword tiap kali login.",2024-11-23 04:43:19
App Store,neni pradipta,"Best mobile banking ever 🔥🔥🔥 aplikasi mudah digunakan, transaksi cepat aman dan lengkap dengan mybca .",2024-11-23 02:21:41
App Store,RN1306,"Ini apps kayak belom siap tapi dipaksa launching, dari awal download sampe sekarang ga bisa dipake transaction failed terus karena kartu dan accountnya gagal ke bind walau udah coba berkali kali, sempet juga tiba tiba suruh regis ulang nomor telepon rupanya harus lewat atm. Ampun sedangkan apps lamanya cuma bisa 1 akun",2024-11-23 01:33:17
App Store,Rvani,"Tolong dong jgn dikit dikit update, mau transfer aja hrs update mulu",2024-11-22 15:19:31
App Store,imaputrii,"jelek
menyusahkan nasabah",2024-11-22 11:28:36
App Store,aayra,kenapa tabunganku tidak masuk ke myBCA ya?,2024-11-22 09:53:24
App Store,skinnyfapfap,Mantap superapps nya ditunggu fitur2 slanjutnya,2024-11-22 06:52:31
App Store,christianvictorius,"Enak bgt
Udah setahun jg pindah dari BCA mobile
Skrg lebih lengkap firurnya",2024-11-22 05:29:37
App Store,Princess Putri,"Ga repot udah Ada fıtır Face ID 
Semua bisa di check di my BCA. Thank You for your service.",2024-11-22 04:11:10
App Store,hafa19192,Tingkatkan fitur terus,2024-11-22 03:32:24
App Store,Iman7898,App ini solusi bagi kami para nasabah,2024-11-22 02:39:16
App Store,Yellowballonn,"Aplikasi sangat membantu, jauh lebih baik dari versi sebelumnya",2024-11-22 01:15:51
App Store,Harmelz,Please add credit card limit remaining & let us set limit for every bca credit card thanks,2024-11-22 00:33:08
App Store,stwyn256,"semoga kedepanya BCA kalau butuh otp buat transaksi debit online otp masuk ke aplikasi MYBCA yaa, biar kaya bank negara tetangga",2024-11-19 10:25:21
App Store,Budi777lim,"Kenapa update terbaru belum ada fitur
Pembayaran qris lewat dana kartu kredit.
Semoga cepat ada biar kemana mana ngak usa bawa fisik kartu kredit lagi. Terima kasih",2024-11-21 23:53:54
App Store,ceptyyyy,Keren dan mantap utk semua fiturnya,2024-11-21 23:22:13
App Store,Sandi Gusma,"cukup baik, mudah digunakan, tinggal tambah fitur top up masing2 e wallet, beserta saldonya tampil di halaman pertama.",2024-11-21 22:59:10
App Store,Arammaa,Simple Asik,2024-11-21 17:44:54
App Store,Dioraaa beauty,"Sumpah kecewa banget , aku nyesel download 
Hp ku jadi sering mati , dan Face id ku jadi rusak gara gara aplikasi ini yaAllah aku sakit hati banget 😭 pas udah di hapus apk nya hp ku ga pernah mati lagi tapi FACE ID ku tetep rusak 😭",2024-11-21 17:17:00
App Store,Rizki E,"Setiap habis update aplikasi mybca ataupun mbca, pas mau masuk pasti force close atau terpental, padahal belum login dll, hanya masuk aplikasi saja langsung force close",2024-11-21 12:28:10
App Store,mesesssssss,"compact banget, fitur lebih nyaman di mata dan lengkap",2024-11-21 08:48:08
App Store,tolong ubah,"tombol ganti akun lainnya di simpen di bawah pasword jadi sering ke pencet dan malah jadi log out dan itu menyusahkan untuk login kembali dan perlu pulsa juga dari pengguna, saya lagi harus cepet cepet untuk transaksi jadi lama gara gara ini",2024-11-21 08:34:00
App Store,Rhekajcsvvvvvjjnggg,Makin kesini makin lemot aplikasinya buat transaksi. Loading super lama dan nggk nyaman banget,2024-11-20 09:39:08
App Store,Pamungkass,"tambahkan informasi saldo pada halaman transfer, dan tambah koleksi produk reksa dana atau manajer investasi dengan return tertinggi",2024-11-13 23:08:29
App Store,Reiza Insan Kamil,"Setiap log in minta otp lagi, minta rekening lagi, minta ktp lagi, udah di penuhi, balik lagi ke otp, ktp & rekening, hadeh, dah lha hapus aja dr apstore dah paling bener pake m bca aja",2024-11-19 02:56:15
App Store,MAWANISTER,"Udah daftar login tapi pas login suruh daftar lagi, kaga kelar kelar",2024-11-18 20:32:28
App Store,Nadiasssu,"Ribet daftarnya, harus ke ATM segala",2024-11-18 02:04:29
App Store,Deksuya,"Setelah update loading berjam jam tidak bisa log in 
 Di ios.",2024-11-15 10:55:57
App Store,Trinansa,"Stlh update, face id sering eror dan bikin hp sy gabisa pake face id dan harus di restart, tolong dibenahi",2024-11-15 07:58:56
App Store,Andry Corintus,Gila bgt nih app. Sampah! Kalo di gunakan saat urgent sangat tidak membantu. Jauh much better mbanking! Sekelas bca punya app sampah gini!,2024-11-15 06:36:19
App Store,Dextra17,Ini applikasi crash nya parah banget dah. Sudah buka. Mau transfer. Masukin rekening. Tiap kali ketik 1 angka. Dipaksa buat paste sesuatu dari whatsapp business. Sudah kita dont allow. Kita mau ketik lagi. Muncul lagi notifnya. Aneh banget dah,2024-11-15 02:42:24
App Store,ShiroMiyuki,"Baru kejadian 15 November 2024 Ketika selesai transaksi dengan customer dengan qris terima, tiba” akun mybca terlogout. Saat ingin login ulang hingga halaman otp, otp pun tidak kunjung masuk. Setelah lapor via HaloBCA dibantu dengan blokir dan buka blokir, dilanjutkan dengan reset password. Seketika itu otp langsung masuk dan bisa login ulang dengan normal

Analisa singkat, ada bug pada sistem login dan ketika ingin login ulang, akun masih stuck pada session login sebelumnya (kemungkinan membaca perangkat menjadi perangkat berbeda) sehingga tidak bisa menerima otp",2024-11-15 01:59:29
App Store,Jovi Sambora,padahal koneksi stabil udah pakai data seluler pakai wifi kadang masih lemot bgt buat login ataupun transfer tolong dong diperbaiki!!,2024-11-13 16:34:19
App Store,Sayidmaulana,Bisa dibuat fitur darkmode agar penggunaan ketika minim cahaya enk dipadang mata tidak silau,2024-11-08 10:49:55
App Store,appleiphoneuser01,"app terjujur ga pake buzzer buzeran, walaupun rating terendah tapi rating asli",2024-11-13 13:54:53
App Store,kenapa welma suka terblokir,Jngn mohon maap aja tolong diperbaiki dan d tinjau setiap ada masukan. Cape hati suka TERBLOKIR SENDIRI ga salah password ga salah sinyal buang” waktu harus telp HALOBCA lagi minta data” ga jelas bilang gara” salah password 3x lah buang” PULSA padahal salah dari APP nya 😔,2024-11-12 04:23:52
App Store,Chandra80#,Sering error n fail .. payahh,2024-11-11 06:09:16
App Store,Priceyy092,"Ketika lupa pasaword, sangat sulit untuk mengubah password bahkan sampai terblokir padahal user id sudah benar.",2024-11-10 15:07:07
App Store,moehammadzaky,"kartu kredit tidak tersambung, bolak balik cabang dan halo bca tidak ada solusi",2024-11-10 13:00:46
App Store,Deardo Tan,It’s so easy to use and yet very functional! Love it BCA Team,2024-11-10 06:53:54
App Store,sandi taufik,Tampilan lebih clean,2024-11-09 09:19:31
App Store,Fkcngsna,"Tolong dong benerin , kok makin sini makin lemot apps nya , padahal sinyal bagus loh",2024-11-09 03:17:11
App Store,Dzdz14,"Orang mau nabung aja ribet bgt, emang e-ktp aja ngga cukup untuk orang luar daerah. Harus domisili ? Dikelurahan udah dipersulit, malah nambahin setan. Gw cuma pengen nabung doang hei, tolong permudah. Susahnya diluar daerah",2024-11-08 10:53:07
App Store,kntllllkk,"fitur qris tap belum ada padahal udah diluncurkan sama ASPI agustus lalu tapi hingga versi 1.29.0 sekarang belum ada update juga, masak kalah sama bank biru yang sebelah?",2024-11-08 02:15:25
App Store,Tengkumu,Tolong di perbaiki saya baru daftar terjadi kesalahan terus saat login muncul verfikasi identitas dan selalu Oops terjadi kesalahan silahkan coba lagi begitu teruss.,2024-11-08 08:08:35
App Store,Mufti!,"Jelek banget, susah login, suka crash, dan lama banget buat scan qris bisa sampe 15 menit. Dan parahnya lg ini terjadi di iphone 15 promax",2024-11-08 07:04:31
App Store,adlklq,"Aplikasi lemot sekali

Device ip 11/14pro",2024-11-08 03:00:22
App Store,Deska313,"Business prosesnya ruwet banget, ga kaya mobile banking lainnya (saya punya 3 yg lain, dan semua jauh lebih mudah dr bca).  Contoh:
1. Buka account baru ga bisa (saya sampai hrs ke cs)
2. Beli reksadana dolar, source of fund yg terlihat hanya 1, yaitu rupiah account. Sementara dolar account yang dibutuhkan untuk transaksi ini, tidak terlihat

Kontak cs, ga ada solusi juga. Masa hrs ke cabang terus2an? Buat apa ada mobile banking?",2024-11-05 06:42:01
App Store,nyimpang,"Pas login apk my BCA terjadi kesalahan mulu padahal hp udah di restart sama jaringan bagus stabil namu terjadi kesalahan terus, beda dengan kompetitornya BRIMO yg lebih modern dan canggih",2024-11-07 12:38:39
App Store,buffersly,"Pakai QRIS error (saldo berkurang, merchant gak terima dana), pakai transfer ke bank lain juga bermasalah (untungnya saldo gak kurang). Padahal sinyal internet bagus.",2024-11-07 02:50:15
App Store,katakbergoyang,"Ini kenapa ya kode otp nya sama sekali tidak ada terkirim, sudah pakek nomor lain juga tidak masuk, tolong diberbaikii hal seperti ini",2024-11-06 12:59:40
App Store,aji689,"Aplikasinya masih sedikit berat. Jika dibandingan dengan Mandiri atau BNI, maka MyBCA masih lebih bagus. Tapi tidak lebih bagus dari BRImo. Mungkin pengembang bisa lebih memperhatikan loading data agar lebih cepat. Soal interface, sebenarnya tidak perlu terlalu wah, karena yang dibutuhkan user adalah kelancaran saat menggunakan App, bukan tampilan yang indah. BCA mobile tampilannya gitu2 aja, tapi luar biasa lancar.",2024-11-03 03:52:33
App Store,Albertus Pudiprasetyo,Selalu ke blokir setiap bulan padahal menggunakan face id tetep ke blokir terus,2024-11-03 04:55:08
App Store,monikekusuma,Saran agar ditambah menu top up yang bisa langsung input no hp,2024-11-02 01:41:42
App Store,Alalalindaiku,Internet connection 5G buy takes time to load QRIS. Lol cash faster,2024-11-02 05:33:44
App Store,Nasabah_bca,"Satu-satunya aplikasi bank yang sering ngeblokir otomatis. Baru pakai satu tahunan, mungkin sudah 5 kali telpon call center untuk buka blokir. Kata call centernya karena biometrik pas login ngga pas. Padahal biometrik untuk unlocked hp, login app bank lain tidak perbah bermasalah.",2024-11-02 02:38:32
App Store,altere5,potonganya banyak banget,2024-10-28 11:34:07
App Store,adekopras,"gagal masuk, ops terjadi kesalahan..
padahal wifi/data aman",2024-11-01 08:50:08
App Store,sulistee,"Saya ada mobile banking dr bank2 sebelah dan jujurly the worst jatuh pada mybca 
Paling sering gangguan ga ada lawan dah",2024-11-01 08:28:25
App Store,Aw**n,Bagus banget tp kadan suka lemot kenapa ya? 😭😭😭 jadi lama kalo lg transaksi dan pas antri,2024-11-01 08:08:05
App Store,Irvan Zhang,Lemot banget app nya,2024-11-01 08:00:43
App Store,Astia Ananda,"gajelas bca id di blok, udah ganti yg baru ttp gabisa masuk minta bantuan sm bca gadapet solusi apa apa wkwk kocak",2024-10-31 16:18:02
App Store,Daniel Setiawan,"Notif gagal tpi transaksi berhasil, banyak kekurangan, ini aplikasi gagal. Harusnya gaperlu repot malah jadi ngepot ngurusin refund.",2024-10-31 13:24:07
App Store,Sebew34555,"TIDAK MENERIMA OTP PADAHAL NOMER AKTIF PULSA ADA sinyal bagus,OTP DARI PAGI SAMPE SORE UDH COBA BERKALI KALI MASIH AJA TIDAK MENDAPATKAN OTP,Mau login aja susahnya",2024-10-31 08:06:40
App Store,Gunkajsbbsidi,Every month this app suddenly blocked and i need to call halo bca to unlocked it.. so weird they said and blame me input wrong password.. helloowww iphone had password app that save all pass in all app even in browser..,2024-10-31 04:01:43
App Store,supriyanti,APLIKASI MY BCA INI Selalu logout entah kenapa pihak dari BCA ketika saya minta solusi tidak dapat memberika solusi tiba tiba LOGOUT daN ITU ANEH. INI BUKAN PEMBARUAN DARI APLIKASI BCA AKHIRNYA SAYA KE APKIKASI BCA MOBILE KEMBALI,2024-10-30 07:49:33
App Store,IsabelleCeline,Ketika ingin login pertama kali dan di suruh tambahkan no hp masa kode negara bahkan negara indonesia sama sekali tidak terdaftar sehingga tidak dapat lanjut menggunakan apps ini dari sekian banyak negara indonesia sendiri tidak ada,2024-10-30 02:46:37
App Store,Ddiah05678,suka ke logout sendiri tiba2 jd perlu login dan perlu pulsa untuk dptin otp boncos deh setiap logout hrus beli pulsa dlu biar bs login mana sehari bs dua kali kelogout tb tb🥲,2024-10-30 00:21:10
App Store,Itaaaaaaahh,Sudah telp halo bca berkali-kali sampe datengin kantor cabangnya bersama CS nya nelp halo bca tetap gak ada solusi atas masalah saya. Malah disuruh buka rekening online. Padahal masalahnya bukan di rekening. Payah.. Peringatannya no handphone sudah digunakan di mbanking. Kyak gini dibilang bank paling bagus.,2024-10-29 10:17:36
App Store,Jjipey,tidak bisa masuk rekening,2024-10-29 08:52:04
App Store,Hendik Pratama,"Saya sudah melakukan penutupan terkait segala asuransi yang ada melalui halo bca dan proses sudah selesei 2 bulan yang lalu. Namun tiba-tiba ada tagihan hari ini, sudah bocorin data nasabah, layanan gajelas pula",2024-10-29 00:32:37
App Store,Ajidqq,Knp suka logout sendiri nantik aktifasi pake pulsa lagi masak yaa dlm setahun aktifasi mbanking 3x,2024-10-28 16:00:15
App Store,Sayadanang,Di mybca tidak ada plihan negara indonesia kalau mau daftar bca id,2024-10-27 15:36:04
App Store,Ibad Musthofa,Mohon perbaiki server yang sering lambat,2024-10-26 11:51:55
App Store,Yyyyyyyuuop,Jujur sangat kecewa sama pihak bca buat laporan tnggl 2 sudah 25hri blm ada jga notifikasi dri bca nya,2024-10-27 11:51:26
App Store,Tomtomjoejoe,"Padahal udh pake aplikasi coba
😂😂😂",2024-10-27 03:45:22
App Store,JRahmi,"Mau masuk my bca nya susah mintak ampun, sudah isi bca id dan password malah muncul menu isi nomor handphone tapi gak ada kode indonesia sementara gak menu gak bisa kembali ke menu awal atau pilihan menu yg lain, di hubungi cs tapi cs gak guna pulak, bisa bisanya cs gak tau baru kali ini, gak ada solusi, sekelas bca kok seperti ini aplikasinya, buruk buruk sangat buruk",2024-10-26 12:57:44
App Store,olbi tutu,Mungkin terlalu banyak fitur di dalamnya sehingga pas buka aplikasinya gak secepat BCA mobile.,2024-10-24 12:32:11
App Store,Scy19910719,Gagal membuka rekening baru karna alasan terdapat data yang tidak terbaca,2024-10-26 02:25:45
App Store,annevbl,"Tolong diperbaiki yg bagian pd saat mau register no rek baru yg mau trf ke org (versi iphone), karena gk ada centang untuk save no rek baru pd saat mau trf, thanks",2024-10-24 13:23:53
App Store,Pasranto_G,"Halooo developers, tolong dibuatkan aplikasi icon dan menu utama dark mode dong . Terimakasih",2024-10-23 12:41:50
App Store,Della devina,"Untun pertama kalinya sama tarik tunai di bank gagal namun saldo kepotong, agak kesal karena sudah menghubungi halo bca namun uang saya belum kembali",2024-10-16 13:38:59
App Store,pony181818,"aplikasi sampah, suka ke blokir sendiri padahal lg ga buka aplikasi nya?? cape telfon CS. setelah reset password diminta OTP berkali2 pakai pulsa sampe kepotong padahal OTP nya ga masuk dan cuma d kasih satu menit untuk masukin OTP???? ANEH",2024-10-22 09:56:39
App Store,Ervan dh,"Can’t add international number, says they’re upgrading the system",2024-10-22 07:33:41
App Store,Reedl3r,"as the title suggest - there's no +62 on country selection for phone number input

do the devs even test the app?",2024-10-21 14:02:06
App Store,Ajosula,"Baru juga bikin id nya , bisa pas mau kogin diblokir katanya , salah pasword aja engga , jadi bingung",2024-10-20 11:12:39
App Store,Brather…,"Gila ya potongan bca sampe 50 belom juga ak ambil duit udah habis duluan ortu ku kirim
Gk mikir
Bukannya mempermudah malah mempersulit",2024-10-20 08:02:36
App Store,Ericksenchauw,"Tiap hari logout otomatis, harus setting ulang minta otp pulsa di potong terus 2000 rupiah, bagaimana ini bca",2024-10-20 03:14:07
App Store,idet caknoyo,"gabisa verif ktp jelek banget aplikasinya, sudah coba ke kantor pusat pun gaada solusi",2024-10-19 08:05:37
App Store,Dwi Wanda Sari,"Pengkinian data lebih dari 24 jam, tidak di proses sama sekali
Disuruh cek email secara berkala tapi tidak ada sama sekali, saya disini kecewa sama cara kerja pihak bca!",2024-10-19 01:56:46
App Store,kuadratpanglima,Tiap mau login mencet face id ke tabrak sama pop up yg muncul malah jadi log out gitu terus mana login ulang make pulsa mulu taik lah bca trus tbtb id kblokir,2024-10-15 08:53:18
App Store,Cskuningan,"Buat apa daftarin mybca harus ke KCP, malah ga diaktivasi sekalian
Bolak balik 3x cuma buat daftar mbca dan aktivasi biar bisa dipake",2024-10-15 06:53:10
App Store,behdgsvsushsjj,"gimana ini untuk update terbaru kok malah menyusahkan gini , pindah hp vc dulu lama banget dan berujung gak diangkt . 
coba ini gimana keburu butuh masuk mybca nya jadi susah saat genting",2024-10-14 13:50:33
App Store,JchoJchoJcho,Best there’s all we need for daily used….,2024-10-11 08:52:06
App Store,pluit27,Product information & term ga bisa di scroll buat klik agreement udah dari berapa bulan lalu ga ada perbaikan. Payah,2024-10-14 04:37:46
App Store,h.a.n.g.g.a.r.a,"Sudah hampir setahun gak bisa masuk BCA ID karena ID terblokir. Sudah hubungi call center tidak ada solusi juga, sudah 2 email saya gantung karena tidak bisa didaftarkan.",2024-10-14 02:34:00
App Store,Hafazstore,Gabisa login gara2 katanya password salah. Ngaco pokonya,2024-10-13 06:20:18
App Store,Kik057,"Bayar pake qris saldo ilang tapi ga masuk ke tujuan , ga cuma sekali dua kali  mohong di perbaiki kesalahan seperti ini merugikan bagi pengguna",2024-10-12 21:21:24
App Store,akbdikdn,"Jangan download aplikasi ini guys, mending pake mbanking bca aja. Ini aplikasi gagal",2024-10-12 15:52:57
App Store,saya mng,"gajelas cuk aplikasinya, buat bayar tiket kereta ga kebayar.. alhasil harus refund tiket",2024-10-12 15:51:53
App Store,Aslam Abdurrohim,"Saat saya memasukkan confirm new password, saya tidak bisa paste dari clipboard. Saya pakai aplikasi password manager untuk mempermudah, kenapa dipersulit untuk paste dari sana?",2024-10-11 16:47:20
App Store,Tenti AP,Awalnya bintang 5 tapi skrg bintang 1 dikarenakan uang yg saya transfer dari BCA ke shopee pay tidak terkirim dan sudah saya tunggu 12 jam tapi masih saja uang itu tidak ada dan hilang. Kecewa banget padahal saya sudah lama pengguna BCA,2024-10-11 02:44:46
App Store,Sofian Sidabutar,Tolong dibuatkan suara notifikasi untuk mybca biar lebih keren dan sama dengan bank yang lain,2024-10-11 01:20:33
App Store,mbvczgajalageyh,"udh berkali2 coba otp ga masuk2, sudah hub hallo bca dan ikutin smua arahan masih tidak bisa",2024-10-09 19:16:20
App Store,Chriss2810,"Sejak ios terbaru malah lemot sekali dari login, pilih menu, semuanya.",2024-10-08 11:12:32
App Store,jhon00007,Abis di Update malah Keluar sendiri bikin ribet ! masa sekelas BCA app nya masih banyak Bug,2024-10-09 15:56:32
App Store,SPSlianaaa,"Gak ada hari tanpa error. Mau buka apps nya aja mesti 2x. Open-close-open lagi baru bisa. Tiada hari tanpa error, lemot or ngehang. Pusing!",2024-10-09 07:34:21
App Store,stenlymandagi,"Setelah diupdate ke versi terbaru, malah tidak bisa login. Pesan errornya “terjadi kesalahan, silakan coba lagi”. Entahlahh… katanya mau kuat di digital banking, tapi apps nya buruk..",2024-10-08 21:08:15
App Store,feferrdi,gajelasss salah apa” ngga diblokir,2024-10-08 14:21:57
App Store,Cb150,Gangguan mulu,2024-10-08 10:05:18
App Store,andilimm,padahal signal lagi bagus tapi loadingnya astaga bikin naik darah,2024-10-08 11:07:19
App Store,cecep husni yakin,susah banget buat teansaksi padahal urgent banget,2024-10-08 10:46:57
App Store,dylan jati,niat bikin appikasi gk sih eror mulu ampun”,2024-10-08 09:18:59
App Store,virginiaolv,"akhir2 ini kalau mau cek mutasi selalu di bilang melebihi batas yg ditentukan. apakah hanya app saya yg begini atau bagaimana? 
untuk saya yg memang harus sering cek mutasi sangat merepotkan.",2024-10-08 04:41:58
App Store,Pat49810,Lemot total,2024-10-08 09:15:31
App Store,Moonton kek pepek,Error mulu,2024-10-08 09:13:23
App Store,ichekii,"Kenapa sering ngelag dah buat transaksi , payah",2024-10-08 08:47:21
App Store,raksasa kecil,"kok sering yah di perangkat ip mybca minta seperti login ke perangkat baru?
kan ribet harus sms kode otp lagi",2024-10-07 09:58:11
App Store,rizkizetta,"Kok beberapa minggu belakagan ini jadi lemot, knp ya?",2024-10-07 17:39:00
App Store,nasabah bca prioritas,"UI nya modern tapi login ribet harus pake pulsa, bikin simple aja lah kaya BCA Mobile. Akhir akhir ini juga suka ke logout sendiri",2024-10-05 15:58:54
App Store,sabebbs,bagus,2024-10-04 07:09:47
App Store,cuwawwwwwww,apk kocak,2024-10-05 15:54:17
App Store,undeetakererrreeeerrrr,"m banking terburuk parah bgt kocak, masa kirim otp gabisa bisa tp pulsa kesedot. tolong pihak BCA perbaiki kocak",2024-10-05 15:54:04
App Store,DithSetiawan,Capek banget sama cara login nya. Bikin ID BCA gampang ke blokir.,2024-10-05 13:00:35
App Store,K0nT0L pedes,akun sering terkeluar sendiri jadi boros pulsa buat login2 ulang👎,2024-10-04 10:04:10
App Store,LuckyLaki58,"Aplikasi nya lelet padahal sudah update versi terbaru,
Kl utk menu dan kegunaan lbh praktis tp sering loading lama,
Kedepan nya harus diperhatikan dari pihak aplikator",2024-10-04 05:54:25
App Store,Sunnysansansan,"Loading lama bgt untuk login pakai face id dan scan qris. Transaksi jadi gak satset, apalagi pernah sampai antri gara” loadingnya lama bgt. Please fix.",2024-10-04 06:12:12
App Store,cinta anak bangsa,"Saya masih pakai ios jadul di ios12
Karna handphone di ios 12 untuk kerja dan belum ganti ke terbaru .tolong dong ios nya di mentokin di ios12 saja biar bisa di pake maaf b3",2024-10-04 05:01:56
App Store,Sylvanny Martin,UI UX overall the best,2024-10-04 05:04:02
App Store,Bur.ash,Yang saya tunggu di mbca notifikasi uang masuk tanpa syarat. Nah ini ada di myBCA. Mudah-mudahan ada inovasi baru yg menarik lagi.,2024-10-03 02:42:28
App Store,RamadhaniBuwono,"lag, lemot",2024-10-04 03:47:46
App Store,yourfutureee,"Tidak bisa login, sudah video call cust servis. Tidak bisa login tapi ada notif penarikan uang",2024-10-04 01:44:09
App Store,T***07,Kenapa ya sering bgt my bca nya ke block padahal udah di setting pake face id. Sebulan sekali ada kali nelponin halo bca buat buka blockir,2024-10-03 10:36:16
App Store,Lidra22,"Tolong tambahkan opsi untuk menghapus daftar transfer sekaligus seperti bca mobile, satu persatu dan harus masukin pin repot",2024-09-30 06:49:42
App Store,mapanhb,Aplikasi jlk bgt saldo tiba tiba ilang di mutasi gada keterangannya aneh,2024-10-01 14:44:01
App Store,PenyihirJahat,"Sering error dan meminta kode OTP dengan menggunakan pulsa, sedangkan zaman sekarang pembelian pulsa sangat susah. Sekarang saya tidak bisa masuk lagi ke akun My BCA. Mohon sistemnya diperbaiki.",2024-10-01 13:10:44
App Store,Iam_shady,"Aplikasi ini sering error ketika login lambat , Qris sering gagal , terlebih Qris berkali kali . Saran saya untuk mybca Cukup fokus dengan urusan banking aja , tidak perlu ada promosi entah apalah itu , karena tiap update aplikasi semakin lambat dan yang di perbaharui hanya promosi nya .",2024-10-01 11:30:22
App Store,mrxyz078,kadang tranksaksi gagal padahal sinyal bagus bca tolol,2024-10-01 10:48:33
App Store,Moonton kkntol,Terlalu lambat aplikasinya,2024-10-01 09:37:00
App Store,zaky891,Tambah lambat appny skrng,2024-10-01 08:14:47
App Store,Zethriaokka,"Seminggu an ini dipakai transaksi dan login lama loading nya, trus ini gabisa login berkali kali coba loading, pas udah login malah di blokir, kayaknya bug update os ya",2024-10-01 06:52:10
App Store,Imam Assovie,"The app MyBCA runs too slow. Time is money. I don’t have any experience with other bank applications, really hope you could do something about it, as we all are relying on it every single day.",2024-10-01 06:22:36
App Store,vea_ling16,"Lemot bangettt, loading loading. masuk id password loading, klik menu transfer loading, masukin nominal loading, buka qris loading, masukin passowrd loading, selesainya jg loading. hadehhhh",2024-10-01 05:49:13
App Store,Dimas Yanuar Dewanto,napa jadi lemot dah? udh beberapa hari terakhir ini bayar qris aja loadingnya 1-2 menit sendiri. app cacat,2024-10-01 05:44:14
App Store,Arsetiady,lemottt,2024-10-01 01:54:33
App Store,nxsliamshine,gimana sih inj,2024-09-30 12:36:05
App Store,Fadhilindr,Kadang trouble males banget,2024-09-30 12:08:22
App Store,Didi Pratama Bole,Sering banget loading jaringannya dan lama untuk transaksi atau masuk ke menu pilihan pembayaran. Masih lebih baik dan simple Mobile BCA,2024-09-30 10:13:40
App Store,Madeandrie,Asli beberapa kali lagi buru buru aplikasinya malah error…,2024-09-30 04:21:17
App Store,lilis nur,"sumpah makin lama app nya gajelas, lemot!",2024-09-30 06:04:18
App Store,mafrio,"Sering eror, apalagi akhir bulan",2024-09-30 05:52:36
App Store,VictorIshak,"Kenapa developer menghilangkan menu transaksi yang sering dilakukan di halaman depan. Sekarang jadi repot harus masuk dulu ke menu transfer baru pilih yang kita mau, jadi lebih ribet, kalau dulu kita tinggal pilih mau tranfer kemana tinggal pilih karena di halaman depan sudah langsung muncul.",2024-09-29 09:07:47
App Store,Mattybv,Abisin pulsa terus,2024-09-29 02:16:13
App Store,satrio wahyu pratomo,tolong dong di perbaiki performa app nya,2024-09-27 11:49:45
App Store,chin steward,"mobile banking paling mengecewakan, sangat menyulitkan nasabah karna harus pilih periode terlebih dahulu secara terus menerus jika ingin melihat transaksi mutasi, tidak muncul otomatis seperti yg lain, kendala sudah di sampaikan melalui WhatsApp namun juga tidak ada solusi, SANGAT MENGECEWAKAN!!!",2024-09-28 15:25:55
App Store,ban666sat,"kontl gajelas apk my bca kadang kadang suka logout sendiri, setiap mau login harus beli pulsa dulu . kadang sudah login abis itu logout lagi apk najis anjing",2024-09-28 11:34:23
App Store,Manisseee,"Kenapa akhir2 ini jadi lemot ya, loading mulu tiap akses mau apapun ituuuu",2024-09-28 10:42:58
App Store,Bedrian_Bedriansyah,"Aplikasi lemot, otp bayar. Bank sebelah otp gratis",2024-09-28 07:34:51
