clean_text,sentimen
Setiap log in minta otp lagi  minta rekening lagi  minta ktp lagi  udah di penuhi  balik lagi ke otp  ktp   rekening  hadeh  dah lha hapus aja dr apstore dah paling bener pake m bca aja,positif
Udah daftar login tapi pas login suruh daftar lagi  kaga kelar kelar,negatif
Ribet daftarnya  harus ke ATM segala,negatif
"Setelah update loading berjam jam tidak bisa log in 
 Di ios ",negatif
Stlh update  face id sering eror dan bikin hp sy gabisa pake face id dan harus di restart  tolong dibenahi,negatif
Gila bgt nih app  Sampah  Kalo di gunakan saat urgent sangat tidak membantu  Jauh much better mbanking  Sekelas bca punya app sampah gini ,positif
Ini applikasi crash nya parah banget dah  Sudah buka  Mau transfer  Masukin rekening  Tiap kali ketik 1 angka  Dipaksa buat paste sesuatu dari whatsapp business  Sudah kita dont allow  Kita mau ketik lagi  Muncul lagi notifnya  Aneh banget dah,negatif
"Baru kejadian 15 November 2024 Ketika selesai transaksi dengan customer dengan qris terima  tiba  akun mybca terlogout  Saat ingin login ulang hingga halaman otp  otp pun tidak kunjung masuk  Setelah lapor via HaloBCA dibantu dengan blokir dan buka blokir  dilanjutkan dengan reset password  Seketika itu otp langsung masuk dan bisa login ulang dengan normal

Analisa singkat  ada bug pada sistem login dan ketika ingin login ulang  akun masih stuck pada session login sebelumnya  kemungkinan membaca perangkat menjadi perangkat berbeda  sehingga tidak bisa menerima otp",positif
padahal koneksi stabil udah pakai data seluler pakai wifi kadang masih lemot bgt buat login ataupun transfer tolong dong diperbaiki ,negatif
app terjujur ga pake buzzer buzeran  walaupun rating terendah tapi rating asli,positif
Jngn mohon maap aja tolong diperbaiki dan d tinjau setiap ada masukan  Cape hati suka TERBLOKIR SENDIRI ga salah password ga salah sinyal buang  waktu harus telp HALOBCA lagi minta data  ga jelas bilang gara  salah password 3x lah buang  PULSA padahal salah dari APP nya  ,negatif
Bisa dibuat fitur darkmode agar penggunaan ketika minim cahaya enk dipadang mata tidak silau,positif
Sering error n fail   payahh,negatif
Ketika lupa pasaword  sangat sulit untuk mengubah password bahkan sampai terblokir padahal user id sudah benar ,negatif
kartu kredit tidak tersambung  bolak balik cabang dan halo bca tidak ada solusi,negatif
It s so easy to use and yet very functional  Love it BCA Team,positif
Tampilan lebih clean,negatif
Tolong dong benerin   kok makin sini makin lemot apps nya   padahal sinyal bagus loh,positif
Orang mau nabung aja ribet bgt  emang e ktp aja ngga cukup untuk orang luar daerah  Harus domisili   Dikelurahan udah dipersulit  malah nambahin setan  Gw cuma pengen nabung doang hei  tolong permudah  Susahnya diluar daerah,negatif
fitur qris tap belum ada padahal udah diluncurkan sama ASPI agustus lalu tapi hingga versi 1 29 0 sekarang belum ada update juga  masak kalah sama bank biru yang sebelah ,negatif
Tolong di perbaiki saya baru daftar terjadi kesalahan terus saat login muncul verfikasi identitas dan selalu Oops terjadi kesalahan silahkan coba lagi begitu teruss ,negatif
Jelek banget  susah login  suka crash  dan lama banget buat scan qris bisa sampe 15 menit  Dan parahnya lg ini terjadi di iphone 15 promax,negatif
"Aplikasi lemot sekali

Device ip 11 14pro",negatif
"Business prosesnya ruwet banget  ga kaya mobile banking lainnya  saya punya 3 yg lain  dan semua jauh lebih mudah dr bca   Contoh 
1  Buka account baru ga bisa  saya sampai hrs ke cs 
2  Beli reksadana dolar  source of fund yg terlihat hanya 1  yaitu rupiah account  Sementara dolar account yang dibutuhkan untuk transaksi ini  tidak terlihat

Kontak cs  ga ada solusi juga  Masa hrs ke cabang terus2an  Buat apa ada mobile banking ",negatif
Pas login apk my BCA terjadi kesalahan mulu padahal hp udah di restart sama jaringan bagus stabil namu terjadi kesalahan terus  beda dengan kompetitornya BRIMO yg lebih modern dan canggih,positif
Pakai QRIS error  saldo berkurang  merchant gak terima dana  pakai transfer ke bank lain juga bermasalah  untungnya saldo gak kurang  Padahal sinyal internet bagus ,positif
Ini kenapa ya kode otp nya sama sekali tidak ada terkirim  sudah pakek nomor lain juga tidak masuk  tolong diberbaikii hal seperti ini,negatif
Aplikasinya masih sedikit berat  Jika dibandingan dengan Mandiri atau BNI  maka MyBCA masih lebih bagus  Tapi tidak lebih bagus dari BRImo  Mungkin pengembang bisa lebih memperhatikan loading data agar lebih cepat  Soal interface  sebenarnya tidak perlu terlalu wah  karena yang dibutuhkan user adalah kelancaran saat menggunakan App  bukan tampilan yang indah  BCA mobile tampilannya gitu2 aja  tapi luar biasa lancar ,positif
Selalu ke blokir setiap bulan padahal menggunakan face id tetep ke blokir terus,negatif
Internet connection 5G buy takes time to load QRIS  Lol cash faster,positif
Satu satunya aplikasi bank yang sering ngeblokir otomatis  Baru pakai satu tahunan  mungkin sudah 5 kali telpon call center untuk buka blokir  Kata call centernya karena biometrik pas login ngga pas  Padahal biometrik untuk unlocked hp  login app bank lain tidak perbah bermasalah ,negatif
Saran agar ditambah menu top up yang bisa langsung input no hp,positif
potonganya banyak banget,positif
"gagal masuk  ops terjadi kesalahan 
padahal wifi data aman",negatif
"Saya ada mobile banking dr bank2 sebelah dan jujurly the worst jatuh pada mybca 
Paling sering gangguan ga ada lawan dah",positif
Bagus banget tp kadan suka lemot kenapa ya    jadi lama kalo lg transaksi dan pas antri,positif
Lemot banget app nya,negatif
gajelas bca id di blok  udah ganti yg baru ttp gabisa masuk minta bantuan sm bca gadapet solusi apa apa wkwk kocak,positif
Notif gagal tpi transaksi berhasil  banyak kekurangan  ini aplikasi gagal  Harusnya gaperlu repot malah jadi ngepot ngurusin refund ,positif
TIDAK MENERIMA OTP PADAHAL NOMER AKTIF PULSA ADA sinyal bagus OTP DARI PAGI SAMPE SORE UDH COBA BERKALI KALI MASIH AJA TIDAK MENDAPATKAN OTP Mau login aja susahnya,positif
Every month this app suddenly blocked and i need to call halo bca to unlocked it  so weird they said and blame me input wrong password  helloowww iphone had password app that save all pass in all app even in browser ,negatif
APLIKASI MY BCA INI Selalu logout entah kenapa pihak dari BCA ketika saya minta solusi tidak dapat memberika solusi tiba tiba LOGOUT daN ITU ANEH  INI BUKAN PEMBARUAN DARI APLIKASI BCA AKHIRNYA SAYA KE APKIKASI BCA MOBILE KEMBALI,negatif
Ketika ingin login pertama kali dan di suruh tambahkan no hp masa kode negara bahkan negara indonesia sama sekali tidak terdaftar sehingga tidak dapat lanjut menggunakan apps ini dari sekian banyak negara indonesia sendiri tidak ada,positif
suka ke logout sendiri tiba2 jd perlu login dan perlu pulsa untuk dptin otp boncos deh setiap logout hrus beli pulsa dlu biar bs login mana sehari bs dua kali kelogout tb tb ,positif
Sudah telp halo bca berkali kali sampe datengin kantor cabangnya bersama CS nya nelp halo bca tetap gak ada solusi atas masalah saya  Malah disuruh buka rekening online  Padahal masalahnya bukan di rekening  Payah  Peringatannya no handphone sudah digunakan di mbanking  Kyak gini dibilang bank paling bagus ,positif
tidak bisa masuk rekening,negatif
Saya sudah melakukan penutupan terkait segala asuransi yang ada melalui halo bca dan proses sudah selesei 2 bulan yang lalu  Namun tiba tiba ada tagihan hari ini  sudah bocorin data nasabah  layanan gajelas pula,negatif
Knp suka logout sendiri nantik aktifasi pake pulsa lagi masak yaa dlm setahun aktifasi mbanking 3x,negatif
Di mybca tidak ada plihan negara indonesia kalau mau daftar bca id,negatif
Jujur sangat kecewa sama pihak bca buat laporan tnggl 2 sudah 25hri blm ada jga notifikasi dri bca nya,negatif
"Padahal udh pake aplikasi coba
 ",negatif
Mohon perbaiki server yang sering lambat,negatif
Mau masuk my bca nya susah mintak ampun  sudah isi bca id dan password malah muncul menu isi nomor handphone tapi gak ada kode indonesia sementara gak menu gak bisa kembali ke menu awal atau pilihan menu yg lain  di hubungi cs tapi cs gak guna pulak  bisa bisanya cs gak tau baru kali ini  gak ada solusi  sekelas bca kok seperti ini aplikasinya  buruk buruk sangat buruk,negatif
Mungkin terlalu banyak fitur di dalamnya sehingga pas buka aplikasinya gak secepat BCA mobile ,positif
Gagal membuka rekening baru karna alasan terdapat data yang tidak terbaca,negatif
Tolong diperbaiki yg bagian pd saat mau register no rek baru yg mau trf ke org  versi iphone  karena gk ada centang untuk save no rek baru pd saat mau trf  thanks,positif
Halooo developers  tolong dibuatkan aplikasi icon dan menu utama dark mode dong   Terimakasih,positif
Untun pertama kalinya sama tarik tunai di bank gagal namun saldo kepotong  agak kesal karena sudah menghubungi halo bca namun uang saya belum kembali,negatif
aplikasi sampah  suka ke blokir sendiri padahal lg ga buka aplikasi nya  cape telfon CS  setelah reset password diminta OTP berkali2 pakai pulsa sampe kepotong padahal OTP nya ga masuk dan cuma d kasih satu menit untuk masukin OTP  ANEH,negatif
Can t add international number  says they re upgrading the system,negatif
"as the title suggest   there s no  62 on country selection for phone number input

do the devs even test the app ",negatif
Baru juga bikin id nya   bisa pas mau kogin diblokir katanya   salah pasword aja engga   jadi bingung,negatif
"Gila ya potongan bca sampe 50 belom juga ak ambil duit udah habis duluan ortu ku kirim
Gk mikir
Bukannya mempermudah malah mempersulit",negatif
Tiap hari logout otomatis  harus setting ulang minta otp pulsa di potong terus 2000 rupiah  bagaimana ini bca,negatif
gabisa verif ktp jelek banget aplikasinya  sudah coba ke kantor pusat pun gaada solusi,negatif
"Pengkinian data lebih dari 24 jam  tidak di proses sama sekali
Disuruh cek email secara berkala tapi tidak ada sama sekali  saya disini kecewa sama cara kerja pihak bca ",negatif
Tiap mau login mencet face id ke tabrak sama pop up yg muncul malah jadi log out gitu terus mana login ulang make pulsa mulu taik lah bca trus tbtb id kblokir,positif
"Buat apa daftarin mybca harus ke KCP  malah ga diaktivasi sekalian
Bolak balik 3x cuma buat daftar mbca dan aktivasi biar bisa dipake",negatif
"gimana ini untuk update terbaru kok malah menyusahkan gini   pindah hp vc dulu lama banget dan berujung gak diangkt   
coba ini gimana keburu butuh masuk mybca nya jadi susah saat genting",negatif
Product information   term ga bisa di scroll buat klik agreement udah dari berapa bulan lalu ga ada perbaikan  Payah,negatif
Sudah hampir setahun gak bisa masuk BCA ID karena ID terblokir  Sudah hubungi call center tidak ada solusi juga  sudah 2 email saya gantung karena tidak bisa didaftarkan ,negatif
Best there s all we need for daily used  ,positif
Gabisa login gara2 katanya password salah  Ngaco pokonya,negatif
Bayar pake qris saldo ilang tapi ga masuk ke tujuan   ga cuma sekali dua kali  mohong di perbaiki kesalahan seperti ini merugikan bagi pengguna,negatif
Jangan download aplikasi ini guys  mending pake mbanking bca aja  Ini aplikasi gagal,positif
gajelas cuk aplikasinya  buat bayar tiket kereta ga kebayar  alhasil harus refund tiket,negatif
Saat saya memasukkan confirm new password  saya tidak bisa paste dari clipboard  Saya pakai aplikasi password manager untuk mempermudah  kenapa dipersulit untuk paste dari sana ,negatif
Awalnya bintang 5 tapi skrg bintang 1 dikarenakan uang yg saya transfer dari BCA ke shopee pay tidak terkirim dan sudah saya tunggu 12 jam tapi masih saja uang itu tidak ada dan hilang  Kecewa banget padahal saya sudah lama pengguna BCA,negatif
Tolong dibuatkan suara notifikasi untuk mybca biar lebih keren dan sama dengan bank yang lain,positif
udh berkali2 coba otp ga masuk2  sudah hub hallo bca dan ikutin smua arahan masih tidak bisa,negatif
Sejak ios terbaru malah lemot sekali dari login  pilih menu  semuanya ,positif
Abis di Update malah Keluar sendiri bikin ribet   masa sekelas BCA app nya masih banyak Bug,positif
Gak ada hari tanpa error  Mau buka apps nya aja mesti 2x  Open close open lagi baru bisa  Tiada hari tanpa error  lemot or ngehang  Pusing ,negatif
Setelah diupdate ke versi terbaru  malah tidak bisa login  Pesan errornya  terjadi kesalahan  silakan coba lagi   Entahlahh  katanya mau kuat di digital banking  tapi apps nya buruk ,positif
gajelasss salah apa  ngga diblokir,negatif
Gangguan mulu,negatif
padahal signal lagi bagus tapi loadingnya astaga bikin naik darah,positif
susah banget buat teansaksi padahal urgent banget,negatif
niat bikin appikasi gk sih eror mulu ampun ,negatif
Lemot total,negatif
Error mulu,negatif
"akhir2 ini kalau mau cek mutasi selalu di bilang melebihi batas yg ditentukan  apakah hanya app saya yg begini atau bagaimana  
untuk saya yg memang harus sering cek mutasi sangat merepotkan ",negatif
Kenapa sering ngelag dah buat transaksi   payah,negatif
"kok sering yah di perangkat ip mybca minta seperti login ke perangkat baru 
kan ribet harus sms kode otp lagi",positif
Kok beberapa minggu belakagan ini jadi lemot  knp ya ,negatif
UI nya modern tapi login ribet harus pake pulsa  bikin simple aja lah kaya BCA Mobile  Akhir akhir ini juga suka ke logout sendiri,negatif
bagus,positif
apk kocak,positif
m banking terburuk parah bgt kocak  masa kirim otp gabisa bisa tp pulsa kesedot  tolong pihak BCA perbaiki kocak,negatif
Capek banget sama cara login nya  Bikin ID BCA gampang ke blokir ,positif
akun sering terkeluar sendiri jadi boros pulsa buat login2 ulang ,positif
"Aplikasi nya lelet padahal sudah update versi terbaru 
Kl utk menu dan kegunaan lbh praktis tp sering loading lama 
Kedepan nya harus diperhatikan dari pihak aplikator",positif
Loading lama bgt untuk login pakai face id dan scan qris  Transaksi jadi gak satset  apalagi pernah sampai antri gara  loadingnya lama bgt  Please fix ,negatif
"Saya masih pakai ios jadul di ios12
Karna handphone di ios 12 untuk kerja dan belum ganti ke terbaru  tolong dong ios nya di mentokin di ios12 saja biar bisa di pake maaf b3",negatif
UI UX overall the best,positif
Yang saya tunggu di mbca notifikasi uang masuk tanpa syarat  Nah ini ada di myBCA  Mudah mudahan ada inovasi baru yg menarik lagi ,positif
lag  lemot,negatif
Tidak bisa login  sudah video call cust servis  Tidak bisa login tapi ada notif penarikan uang,negatif
Kenapa ya sering bgt my bca nya ke block padahal udah di setting pake face id  Sebulan sekali ada kali nelponin halo bca buat buka blockir,negatif
Sering error dan meminta kode OTP dengan menggunakan pulsa  sedangkan zaman sekarang pembelian pulsa sangat susah  Sekarang saya tidak bisa masuk lagi ke akun My BCA  Mohon sistemnya diperbaiki ,negatif
Aplikasi jlk bgt saldo tiba tiba ilang di mutasi gada keterangannya aneh,positif
Tolong tambahkan opsi untuk menghapus daftar transfer sekaligus seperti bca mobile  satu persatu dan harus masukin pin repot,negatif
Aplikasi ini sering error ketika login lambat   Qris sering gagal   terlebih Qris berkali kali   Saran saya untuk mybca Cukup fokus dengan urusan banking aja   tidak perlu ada promosi entah apalah itu   karena tiap update aplikasi semakin lambat dan yang di perbaharui hanya promosi nya  ,negatif
kadang tranksaksi gagal padahal sinyal bagus bca tolol,negatif
Terlalu lambat aplikasinya,negatif
Tambah lambat appny skrng,negatif
Seminggu an ini dipakai transaksi dan login lama loading nya  trus ini gabisa login berkali kali coba loading  pas udah login malah di blokir  kayaknya bug update os ya,positif
The app MyBCA runs too slow  Time is money  I don t have any experience with other bank applications  really hope you could do something about it  as we all are relying on it every single day ,negatif
Lemot bangettt  loading loading  masuk id password loading  klik menu transfer loading  masukin nominal loading  buka qris loading  masukin passowrd loading  selesainya jg loading  hadehhhh,negatif
napa jadi lemot dah  udh beberapa hari terakhir ini bayar qris aja loadingnya 1 2 menit sendiri  app cacat,negatif
lemottt,negatif
gimana sih inj,negatif
Kadang trouble males banget,negatif
Sering banget loading jaringannya dan lama untuk transaksi atau masuk ke menu pilihan pembayaran  Masih lebih baik dan simple Mobile BCA,positif
Asli beberapa kali lagi buru buru aplikasinya malah error ,negatif
sumpah makin lama app nya gajelas  lemot ,positif
Sering eror  apalagi akhir bulan,positif
Kenapa developer menghilangkan menu transaksi yang sering dilakukan di halaman depan  Sekarang jadi repot harus masuk dulu ke menu transfer baru pilih yang kita mau  jadi lebih ribet  kalau dulu kita tinggal pilih mau tranfer kemana tinggal pilih karena di halaman depan sudah langsung muncul ,negatif
Abisin pulsa terus,negatif
mobile banking paling mengecewakan  sangat menyulitkan nasabah karna harus pilih periode terlebih dahulu secara terus menerus jika ingin melihat transaksi mutasi  tidak muncul otomatis seperti yg lain  kendala sudah di sampaikan melalui WhatsApp namun juga tidak ada solusi  SANGAT MENGECEWAKAN ,negatif
kontl gajelas apk my bca kadang kadang suka logout sendiri  setiap mau login harus beli pulsa dulu   kadang sudah login abis itu logout lagi apk najis anjing,positif
tolong dong di perbaiki performa app nya,negatif
Kenapa akhir2 ini jadi lemot ya  loading mulu tiap akses mau apapun ituuuu,negatif
Aplikasi lemot  otp bayar  Bank sebelah otp gratis,positif
Nggk ngert lagi cara kerjanya ini,negatif
Tidak bisa dapat kode otp  padahal pulsa ada banyak banget,negatif
kode otp gak masuk masuk via sms hadehhh,negatif
"Tolong diperbaharui donk  lambat
Sekali sekarang prosesnya ",negatif
sumpah jangan daftar saldo setiap di transfer ilang setengahnya bahkan lebih,positif
Hi please have your own language setting on your apps  Don t push people to change their language on their phone it kind of a little annoying as I have to change phone language to understand what is written on your apps  I have tried to open my profile to check if you provide languages settings but sadly there is no settings for my concern thank you,negatif
gagal terus mau scan Qris  Lebih cepat dan stabil m BCA  Tolong di improve,positif
Apk sudah terhapus,negatif
Sebagai nasabah setia bca jujur saya kesal  Secara fitur memang lebih lengkap  tapi untuk load time better mobile banking sebelumnya  Apalagi kalo mau buru2 bayar pake QRIS  pr banget nunggunya  Jadi lebih sering pake payment gateway yang lain  Semoga bisa segera diperbaiki,positif
kalo orang lagi transaksi  jangan crash mulu  kenapa si aplikasi orang indo kek taek ,negatif
Always get blocked every once a month always get blocked  Never input the wrong password yet always blocked  Always use the face ID  but also keep getting blocked  Please fix this situation ,negatif
tambah fitur transaksi qris tanpa pin dong kaya di bca mobile ,positif
No loading screen  and incoming fund notification,negatif
Tidak bisa di percaya,negatif
Sekelas bca eror terus sampe un instal my bca sama mbangking bcanya,negatif
Mohon bantuannya saya 2 kali pengisian flazz dari My BCA gagal  Terdapat keterangan tunggu 24 jam untuk pengembalian dana tapi belum ada  Mohon bantuannya,negatif
saya mau cardless buffering terus padahal sinyal bagus  saya pindah ke BRI mulai hari ini,positif
Lemot mau masuk app untuk bayar qris saja susah sekali,negatif
Goblok  Saldo gw jadi 0,negatif
Server gampang down  pas lg urgent malah gabisa bantu sama sekali ,positif
Aplikasi ngelag   bayar wifi ada yg ga bisa   bikin lemot buat payment dll haduh,negatif
Lemot banget mau transaksi ngga bisa,negatif
Sungguh samgat mengganggu aktifitas transaksi sehingga harus menunggu lama untuk pembayaran,positif
Sejauh ini penggunaan fitur dan transaksi tidak ada masalah tapi maintenance fitur sering sekali terjadi dan cukup lama untuk dapat digunakan kembali padahal butuh digunakan dalam waktu cepat,positif
Jelek banget  Banyak bug nya  Sering error  Loading nya lama banget  Terus terlalu sering diminta update app  Buruk buruk buruk  seburuk buruknya buruk ,negatif
Malu maluin aja bank besar di indonesia  makin update makin lemot dan hancur,positif
Lelet banget padahal jaringan saya bagus  modal dikit lah buat apk minimal pake server yg bagus,positif
Keunggulannya hanya ada di faceid  tidak seperti mbca yg simple  Di sini harus bolak balik aplikasi untuk membeli langganan seperti token bayar pdam bayar wifi dll  tidak bisa disimpan nomernya jadi harus liat data di catatan terus balik lg ke mybca  Pfff ,negatif
Sering terblokir  padahal pake touch id face id dan sedang didalam negeri,negatif
"Dl waktu diawal  saat mbca susah dpt sinyal hijau  pake myBCA sangat membantu ga perlu pake sinyal hijau  

Skrg makin update makin parah sinyalnya dan sering gagal  Bahkan utk login saja susah  Malah lbh mudah mbca  Please lah pihak IT nya  Bikin applikasi itu jgn nambah hal hal tak penting  Bukannya membantu malah bikin applikasi tanbah ngawur",negatif
Kode otp gapernah masuk padahal nomornya ada pulsanya  sudah sampe nunggu jeda 30 menit tetap saja otp tidak masuk ,negatif
"Tolong diperbaiki kembali sistemnya 
BCA ID terlalu sering terblokir padahal tidak pernah salah password  saya masuk menggunakan face id jadi tidak mungkin tiba tiba terblokir sendiri 
Sudah terjadi berkali kali  menghabiskan banyak pulsa untuk verifikasi  Jika memang ada nasabah lain yg mencoba menggunakan BCA ID yg sama  ya jangan merugikan  diblokir  nasabah lainnya yg sudah menggunakan duluan dong  Nomor tlp yg didaftarkan dengan  BCA ID sudah pasti berbeda  harusnya dari awal nasabah tsb suruh buat BCA ID lain jangan suruh langsung kirim sms verifikasi   ANEH  ",negatif
"Untuk pembayaran PDAM pilihan kotanya belum lengkap
Seperti Jawa Timur   Kota Malang",positif
apasi tolol bgt pdhl id nya udh bener tp malah bolak balik registrasi bkin pulsa gue abis aja anjinggggg smpe 3x diulang2 mlu tolol bgt sekelas bca begini,negatif
Saya akan kasih bintang 5 kalau ada fitur pocket   kantong rekening seperti di Blu,negatif
UI nya sudah bagus  tinggal bisa support tap to pay aja  atau support Apple Pay,positif
terima kaaih banyak atas fitus login face id nya  jadi udah gaa panjang2 ngetik pasawordnya  semoga kedepannya lebih baik lagi apk ini,positif
"Nah my bca sekarang lumayan bagus 
Lebih di perbaiki sdm ny dan scurity online ny biar aman dan makin banyak nasabah nya",positif
Masih aja BCA kalo ada potongan admin dll ga pernah ada di mutasi  Tampilin aja kali biaya admin  biaya kartu atau pajak tuh tampilin aja gausah tau2 langsung kepotong  Lo gabisa ubah mindset gw buat berpikir kalo lo bank paling minim admin yaa  sama aja  Lebih parah malah,negatif
mantap setelah update sekarang jadi ada notif uang masuk  gitu dong mybca  tetap improve ya,positif
loading gambar di splash screen  bikin lama dan kadang crash juga  promosi kok di splash screen ,negatif
HaloBCA  Semua sudah perfect  akan lebih perfect lagi apabila ada notifikasi untuk transaksi masuk seperti pada blu  ,positif
Kalo pengisian token   plis ada dotur history atau save nmor idPel nya donk  ngisi2 ulang trus kan ga ingat  repot jdinya,positif
Sering keblokir pas login pdhl password bener telpon CS dibuka blokirnya  trus reset password n bisa login kembali tapi 2 hari kemudian keblokir lg ,negatif
"informasi aplikasi ini bisa digunakan beberapa device  yang mana bisa membahayakan pengguna aplikasi  fiturnya bagus bisa atur beberapa atm sekaligus  tp jika ada orang yang sengaja buka rekening dengan identitas yang sama  bisa otomatis terbuka atm yg lain  meskipun sebenernya bukan kita penggunanya  berbahaya sekali  jika bisa tolong dihapuskan fitur dapat log in di beberapa device  

kasus lain banyak sekali sales2 buka rekening bca di cafe cafe  cukup mengganggu dan berbahaya sekali  minta ktp dan nomor hp intik buka rekening dan log in di hp sales tersebut  jika orang yang tidak mengerti dan kasihan karna menjual kesedihan dari pagi belum dapet konsumen  dikasih lah semua itu dan sangat bahaya  jika bisa log in di beberapa device  tolong diperbaiki bca  dan pegawai outsourcing di ajarkan dengan baik terimakasih ",negatif
Akun ke log out  pas mau log in lagi stuck di OTP terus  udah 2 mingguan  ini gimana sih ,negatif
kode otp udah 10x resend tp gada yg masuk sama sekali  pulsa dari 10ribu sampe sisa jd 3ribu,negatif
Suka banget sama app nya  Mulai banyak penambahan fitur dan transaksi  Update font nya suka banget  Jangan diganti ,positif
suka banget sama font nya setelah update an terakhir  semoga font   tampilan barunya ga diubah lagi ya kalo ada update  ini lebih enak diliat   dibaca   ,positif
"Usul  Tambahin keyboard BCA juga di myBCA biar gak perlu instal BCA mobile juga 

Makin simple makin keren  Fitur quick access Flazz dan QRIS mempermudah transaksi  Kalau mau top up flazz bisa langsung sebelum login  Buat antisipasi kalau kehabisan bayar tol  QRIS juga langsung  Paling penting  semua estatement transaksi dari awal buka rekening ada semua  Thanks my BCA untuk kemudahannya ",positif
Ga sengaja kepencet update app bca nya  setelah update malah jadi susah login  loading trs gabisa masuk tolong lah klo update itu di persiapkan dlu cache nya spy gada trouble loading yg nyusahin kaya gini  saya swipe out berulang2 app nya ttp aja susah masuk  ,negatif
Tolong lahh kalo mau login itu kode ga bisa muncul banyak banget pengaduan bukannya di perbaiki malah di biarin,negatif
"To load the front page before log in is already taking to much time  Now BCA add an extra ads banner before before the log in page  So much time wasted just to use this banking apps  I think next project BCA selling ads space for third party in myBCA  

What kind of banking apps is this trash",positif
"semenjak di update suka keluar sendiri  
loading lama  
padahal internet oke   aplikasi lain juga cepet diakses nya   cuma apk ini sungguh lemot asli   ditambah sebelum login ada iklan yg cukup lumayan lama sekitar 3 detik  
sehingga saya harus kebuang waktu saya ketika bertransaksi ",positif
ini gimana sih bca  mbanking itu untuk hal2 penting  masa aplikasinya lemot parah  ga satset  gmn mau nyaman bertransaksi ,positif
Tolong dong BCA aplikasi ini di maksimalkan  dahlah hapus aja,negatif
Saya beli pulsa di my bca tapi gk terkirim  Saya sudah mnghubungi cs tapi gk ada tindakan ,negatif
Di update malah ngebug trus makin lolaaa ih sebel dehhhh ,negatif
Bagaimana katanya costomers service tapi untuk pelayanan secara online tidak ramah ,negatif
Mau buat rekening online  tp Video call gak ada yg angkat  ,negatif
"Makin di update makin ribet 
Padahal mau transfer doang tpi harus masukin kode kode verifikasi lagi 
Bikin lama ",positif
Aplikasi nya busuk dikit  ke blokir mau pakai saat urgent gk bisa harus konfirmasi tlpon my bca nguras pulsa   sekelas bank bca asia bikin aplikasi busuk bikin cape,negatif
Limit Setor Tunai kecil mau buka rek lagi terlanjur udh ada rek expresi harusnya buat Setor Tunai limitnya jangan lah 30JT terlalu kecil apa lagi kantor kas nya terbatas kayak di kota saya Mesin Setor ada kantor kas nya gak ada ,negatif
Tolong di perbaiki ui nya sudah bagus tapi lemot sekali padahal jaringan sinyal   wifi sudah kencang,positif
Kenapa setelah update mybca jadi lemot dan susah di buka jadi lama ketika mau masuk ke aplikasi maupun login di iphone 13 mohon di perbarui untuk aplikasinya kemarin sebelum update lancar mau login terasa cepat dan gak loading lama tp setelah update kenapa malah semakin bermasalah terimakasih di tunggu fix update nya,positif
"Masukan utk tagihan PLN dsb  NO BILL atau Tagihannya ditambahkan opsi SAVE  jd utk payment tdk hrs SELALU DIKETIK berulang kali setiap mau payment  atau setidaknya bs di PASTE utk mempermudah  
Kl fitur transfer dsb bgs sdh bs save  rate sy update lg nanti  trims BCA  ",negatif
tolong di update appsnya  mau daftar ga bisa centang AGREE,negatif
"Saat login masuk ke app  setelah itu minimize app nya  jangan di close  terus di tinggal seharian 

Coba cara diatas dengan rentang waktu 1 hari 
berarti perlu butuh waktu 3 hari secara berturut turut 

Dihari ke 4  saat login kembali bca id sudah terblokir 

Saran  disaat time session sudah expired  cukup di logout saja tanpa increase wrong password 
Dari segi user experience kurang bagus  karena user merasa gak ada salah masukin password  karena memang tidak ada notif 
Kalau alasannya karena keamanan  seharusnya masih ada cara lain yg lebih bagus 

Terima Kasih",negatif
"MyBCA udah enak banget skrng  login mudah  mau bayar apa apa mudah  trf mudah  Bahkan ketika mbanking itu sinyalnya lg gak stabil  myBCA stabil banget dan gak perlu nunggu lampu ijo dulu 

Bisa ngatur semua rekening BCA ku disini  pindah dana dari rekening gajian ke rekening BCA lainnya gampang banget  Bayaran tagihan pun aman  Gausah pake klik BCA lagi buat liat mutasi bulanan ",positif
Harus nya ada aplikasi ini tuh jadi mempermudah pengguna bukan jadi malah ribet kaya gini m bangking saya ke blokir sudah telpon call center dan katanya harus reset pasword tapi tiap dibagian kode OTP itu ga masuk masuk nanya sana sini gaada solusi saya kira yang bermasalah kartu nya tapi pas saya coba Di ATM lain itu kode masuk masuk aja ga kaya gini nunggu 2hari pdhal pulsa juga adaa  emng anehhh nyesel dahh,negatif
Kirain aplikasinya udah canggih  tanpa harus ke cabang  Padahal mau beli reksadana tanpa ke cabang  Dahlah hapus kembali,positif
Ini aplikasi berat banget dan lambat ketika berpindah dari satu menu ke menu lain  beda dengan aplikasi bank lain ,negatif
Gue kasih bintang 1  pengajuan kenaikan limit direject terus ,positif
Bank butuh duit,negatif
Minta kode otp aja kudu pake pulsa   semiskin itukah bca  Ngeribetin bgtt,negatif
Kocak bca katanya 19 tahun bisa ajuin sudah tanya ke 2 bank cabang dan kota katanya bisa sudah hubungin halo bca bisa asalkan punya ktp sekarang di tolak karna belum 21 dan menikah berbelit belit juga tidak terbuka marketing nya kurang pelayanan nya slow respo  Tidak kooperatif,negatif
